studentID,grade,serviceID,courseDescription,subject,ap,dualCredit,g/t,honors,onRamps,courseCredits,creditsEarned,creditsFailed
1534,11,3220300,ENGLISH 3,ENG,N,N,N,N,N,1,1,0
1534,9,3010200,BIOLOGY ADV H,BIO,N,N,N,N,N,1,1,0
1534,11,SR000003,ADVISORY,MSC,N,N,N,N,N,0,0,0
1535,10,3040000,SCIENCE CHEMISTRY,SCI,N,N,N,N,N,1,1,0
1535,12,A3100200,MATH STAT AP H,MTH,N,N,N,Y,N,1,1,0
1535,9,,EOC BIOLOGY,,N,N,N,N,N,0,0,0
1535,9,3150100,BAND INTERMEDIATE 1,FA,N,N,N,N,N,1,1,0
1535,11,3380082,PERSONAL FINANCIAL LIT,,N,N,N,N,N,1,1,0
1535,11,3340100,US HISTORY OR H,UHI,N,N,N,Y,Y,1,1,0
1536,12,3270800,READING 2 MTI,SE,N,N,N,N,N,1,1,0
1536,9,PES00000,ATH VOLLEYBALL -SUBATH1,HLP,N,N,N,N,N,1,1,0
1537,9,3100700,MATH GEOM G/T H,MTH,N,N,Y,Y,N,1,1,0
1537,9,3010200,SCIENCE BIOLOGY,SCI,N,N,N,N,N,1,1,0
1537,12,3152000,BAND SYM 4 ENS,FA,N,N,N,N,N,1,1,0
1537,11,13004300,CTE INTERIOR DESIGN I,CTE,N,N,N,N,N,1,1,0
1537,11,13037100,PRINCIPLES OF TECHNOLOGY,CTE,N,N,N,N,N,1,1,0
1538,10,3150600,ORCH HONOR 2,FA,N,N,N,N,N,1,1,0
1538,10,3220200,ENGLISH 2 EL,ENG,N,N,N,N,N,1,1,0
1538,10,3340100,US HISTORY,UHI,N,N,N,N,N,1,1,0
1538,11,3100600,MATH ALGEBRA 2 P-AP H,AG2,N,N,N,N,N,1,1,0
1538,10,3250100,THEATRE 1,FA,N,N,N,N,N,1,1,0
1539,11,3810100,HEALTH EDUCATION,HLP,N,N,N,N,N,1,1,0
1539,10,PES00001,ATH JV VOLLEYBALL-SUBATH2,HLP,N,N,N,N,N,1,1,0
1539,9,3340400,SOC ST WORLD HISTORY,WHI,N,N,N,N,N,1,1,0
1539,10,3040000,SCIENCE CHEMISTRY G/T H,CHM,N,N,Y,Y,N,1,0,1
1539,11,13025050,PRIN COSMETOLOGY DES/COL THRY,CTE,N,N,N,N,N,1,1,0
1540,10,3500100,ART 1 BASIC DESIGN,ART,N,N,N,N,N,1,1,0
1540,9,SR000003   ,HOMEROOM,MSC,N,N,N,N,N,1,1,0
1540,12,85000002,Transition Services Program 2,SE,N,N,N,N,N,0,0,0
1540,12,3151200,CHOIR VARSITY MIXED 4,FA,N,N,N,N,N,1,1,0
1540,12,13012100,CTE BUSINESS MANAGEMENT,CTE,N,N,N,N,N,1,1,0
1541,9,3440200,FL SPANISH 2,LOT,N,N,N,N,N,1,1,0
1541,10,3320100,SOC ST WORLD GEOG,SOC,N,N,N,N,N,1,1,0
1541,11,13024400,CTE INTERPERSONAL STUDIES,CTE,N,N,N,N,N,1,1,0
1542,9,84200502,ATH ATHLETICS LC,HLP,N,N,N,N,N,1,1,0
1542,10,13024500,CTE NUTRI & WELLNESS,CTE,N,N,N,N,N,1,1,0
1542,9,3100500,MATH ALGEBRA 1 EL,MTH,N,N,N,N,N,1,1,0
1542,12,3221820,IND STDY/TX COLL BRIDGE ELA,ELA,N,N,N,N,N,1,1,0
1542,10,3500100,ART 1 BASIC DESIGN,ART,N,N,N,N,N,1,1,0
1542,12,3220400,ENGLISH 4 BRITISH LIT DC,ELA,N,Y,N,Y,N,1,1,0
1543,10,3150600,ORCH CONCERT 2,FA,Y,N,N,N,N,1,1,0
1543,12,3221820,IND STDY/TX COLL BRIDGE ELA,ELA,Y,N,N,N,N,1,1,0
1543,9,3810100,HEALTH EDUCATION,HLP,Y,N,N,N,N,1,1,0
1543,12,13016200,CTE MONEY MATTERS,CTE,Y,N,N,N,N,1,1,0
1543,12,A3500300,ART DRAWING AP H,ART,Y,N,N,N,N,1,1,0
1543,11,13029300,CTE LAW ENFORCEMENT I,CTE,Y,N,N,N,N,1,1,0
1544,12,3160400,ROTC 4 HONORS,MSC,N,N,N,Y,N,1,1,0
1544,10,13016200,MONEY MATTERS,CTE,N,N,N,N,N,1,1,0
1544,9,3150900,CHOIR CONCERT TREBLE 1,FA,N,N,N,N,N,1,1,0
1544,11,3040000,SCIENCE CHEMISTRY,SCI,N,N,N,N,N,1,1,0
1544,10,PES00012,PE/BAND 2,HLP,N,N,N,N,N,1,1,0
1545,9,3220100,ENGLISH 1,ELA,N,N,N,N,N,1,1,0
1545,11,13024700,CTE CHILD DEVELOPMENT,CTE,N,N,N,N,N,1,1,0
1545,9,3100500,ALGEBRA 1,AG1,N,N,N,N,N,1,1,0
1545,11,3980300,FL AMERICAN SIGN LANGUAGE 3 H,ASL,N,N,N,Y,N,1,1,0
1546,12,3030000,AQUATIC SCIENCE,AQU,N,N,N,N,N,1,1,0
1546,12,PES00055,PE IND SPORTS 2,HLP,N,N,N,N,N,1,1,0
1547,11,3310300,SOC ST ECONOMICS,SOC,N,N,N,N,N,1,1,0
1547,9,3010200,BIOLOGY ADV H,BIO,N,N,N,N,N,1,1,0
1547,11,3040000,SCIENCE CHEMISTRY,SCI,N,N,N,N,N,1,1,0
1547,11,13034300,CTE FASHION MARKETING,CTE,N,N,N,N,N,1,1,0
1547,10,3100500,MATH ALGEBRA 1,MTH,N,N,N,N,N,1,1,0
1548,10,3500100,ART 1 BASIC DESIGN,ART,N,N,N,N,N,1,1,0
1548,12,3221800,ENGLISH IS/MNTRSHP H,ELA,N,N,Y,Y,N,1,1,0
1548,9,3270700,READING 1 ALT,SE,N,N,N,N,N,1,1,0
1548,10,3060201,INTEGRATED PHYS & CHEM,IPC,N,N,N,N,N,1,1,0
1549,10,SR000003   ,HOMEROOM,MSC,N,N,N,N,N,1,1,0
1549,12,PES00014   ,PE SUB DRILL TEAM,,N,N,N,N,N,1,1,0
1549,9,PES00001,ATH B SOCCER -SUBATH2,HLP,N,N,N,N,N,1,1,0
1549,10,PES00055,PE IND SPORTS 1,HLP,N,N,N,N,N,1,1,0
1549,9,3440220,FL SPANISH FOR SPAN SPKRS 2,LOT,N,N,N,N,N,1,1,0
1549,10,A3370100,WORLD HISTORY AP H,WHI,Y,N,N,N,N,1,1,0
1550,11,3100600,MATH ALGEBRA 2 CT,MTH,N,N,N,N,N,1,1,0
1550,12,SR000003   ,HOMEROOM,MSC,N,N,N,N,N,1,1,0
1550,11,3101100,PRECALCULUS,PCA,N,N,N,N,N,1,1,0
1551,9,3220100,ENGLISH 1,ENG,N,N,N,N,N,1,1,0
1551,10,13020200,PRINCIPLES OF HEALTH SCIENCE,CTE,N,N,N,N,N,1,1,0
1551,11,3100600,MATH ALGEBRA 2,AG2,N,N,N,N,N,1,0,1
1551,12,3320100,SOC ST WORLD GEOG CT,SOC,N,N,N,N,N,1,1,0
1551,12,3152000,ORCH HONOR 4 ENS,ORC,N,N,N,N,N,1,1,0
1551,9,3500500,ART DRAWING 2,ART,N,N,N,N,N,1,1,0
1552,12,A3050003,PHYSICS 1 AP H,PHY,Y,N,N,N,N,1,1,0
1552,10,3040000,SCIENCE CHEMISTRY P/AP H,SCI,Y,N,N,Y,N,1,1,0
1552,9,3100700,MATH GEOM P-AP H,GMT,Y,N,N,N,N,1,0,1
1552,9,3151700,BAND CONCERT 1 ENS,FA,Y,N,N,N,N,1,1,0
1553,11,3380022,SOC ST ST-NATL SEC H,SOC,N,N,N,Y,N,1,1,0
1553,10,3340400,SOC ST WORLD HISTORY P-AP H,WHI,N,N,N,Y,N,1,1,0
1553,11,3151900,ORCH CONCERT 3 ENS,ORC,N,N,N,N,N,1,1,0
1553,10,3040000,CHEMISTRY,CHM,N,N,N,N,N,1,1,0
1554,10,3020000,ENVIRONMENTAL SYSTEMS,SCI,N,N,N,N,N,0.5,0.5,0
1554,11,PES00002,ATH VAR GR SOCCER  SUBATH3,HLP,N,N,N,N,N,1,1,0
1554,11,A3220100,Eng 3 Lang & Comp AP H,ELA,Y,N,N,N,N,1,1,0
1554,11,A3220100,Eng 3 Lang & Comp AP H,ELA,Y,N,N,N,N,1,1,0
1555,10,13011400,BUSINESS INFO MGMT I,CTE,N,N,N,N,N,1,1,0
1555,11,3100500,ALGEBRA 1,MTH,N,N,N,N,N,1,1,0
1555,10,3100600,MATH ALGEBRA 2 P-AP H,MTH,N,N,N,Y,N,1,1,0
1555,9,A3360100,HUMAN GEOG AP H,HGE,Y,N,N,N,N,1,1,0
1556,9,13004210,PRINCIPLES OF ARCHITECTURE,CTE,N,N,N,N,N,1,1,0
1556,11,3102510,ADV QUANT REASONING,AQR,N,N,N,N,N,1,1,0
1557,9,3810100,HEALTH EDUCATION,HLP,N,N,N,N,N,1,1,0
1557,11,13008300,CTE ANIMATION I,CTE,N,N,N,N,N,1,1,0
1557,9,3010200,SCIENCE BIOLOGY P/AP H,SCI,N,N,N,Y,N,1,0,1
1557,12,13024300,CTE DOLLARS & SENSE,CTE,N,N,N,N,N,1,1,0
1557,10,3100700,MATH GEOMETRY,GMT,N,N,N,N,N,1,1,0
1558,12,3102400,MATH MODELS W APP SF,MMA,N,N,N,N,N,1,1,0
1558,9,13020200,PRINCIPLES OF HEALTH SCIENCE,CTE,N,N,N,N,N,1,1,0
1558,12,3102510,MATH ADV QUANT REASONING,MTH,N,N,N,N,N,1,1,0
1559,9,3150900,CHOIR SELECT TREBLE 1,CHR,N,N,N,N,N,1,1,0
1559,9,3340400,SOC ST WORLD HISTORY,SOC,N,N,N,N,N,1,1,0
1559,9,PES00012,PE/BAND,HLP,N,N,N,N,N,1,1,0
1560,11,3270100,College Readiness and Study Sk,ELA,N,N,N,Y,N,1,1,0
1560,12,3101100,MATH PRECALCULUS,PCA,N,N,N,N,N,1,1,0
1560,9,3100500,MATH ALGEBRA 1 P-AP H,MTH,N,N,N,Y,N,1,1,0
1560,10,3220200,ENGLISH 2 ADV H,ENG,N,N,N,N,N,1,1,0
1560,11,3220300,ENGLISH 3 DC H,ENG,N,Y,N,Y,N,1,1,0
1561,9,3320100,WORLD GEOG,WGE,N,N,N,N,N,1,1,0
1561,9,13011400,CTE BIM 1,CTE,N,N,N,N,N,1,1,0
1561,11,SR000003   ,HOMEROOM,MSC,N,N,N,N,N,1,1,0
1561,11,3100600,MATH ALGEBRA 2,AG2,N,N,N,N,N,1,0,1
1562,9,13011400,BUSINESS INFO MGMT I,CTE,Y,N,N,N,N,1,1,0
1562,10,3040000,SCIENCE CHEMISTRY DC H,CHM,Y,Y,N,Y,N,1,1,0
1562,11,13024700,CTE CHILD DEVELOPMENT,CTE,Y,N,N,N,N,1,1,0
1562,12,3100600,MATH ALGEBRA 2 CT,AG2,Y,N,N,N,N,1,1,0
1562,9,3220100,ENGLISH 1 P-AP H,ELA,Y,N,N,Y,N,1,1,0
1562,10,3220200,ENGLISH 2,ENG,Y,N,N,N,N,1,1,0
1563,9,3100500,ALGEBRA 1,AG1,N,N,N,N,N,1,1,0
1563,12,13024700,CTE CHILD DEVELOPMENT,CTE,N,N,N,N,N,1,1,0
1563,10,3100700,GEOMETRY ADV H,GMT,N,N,N,N,N,1,1,0
1564,12,3220400,ENGLISH 4,ELA,N,N,N,N,N,1,1,0
1564,12,3221820,IND STDY/TX COLL BRIDGE ELA,ELA,N,N,N,N,N,1,1,0
1564,9,3151700,BAND CONCERT 1 ENS,BND,N,N,N,N,N,1,1,0
1564,9,PES00000,ATH B SOCCER -SUBATH1,HLP,N,N,N,N,N,1,1,0
1564,11,3040000,CHEMISTRY OR H,CHM,N,N,N,Y,Y,1,1,0
1565,11,3340100,US HISTORY,UHI,N,N,N,N,N,1,1,0
1565,10,PES00051,LIFETIME FITNESS WELL,HLP,N,N,N,N,N,1,1,0
1566,11,3330100,SOC ST US GOVERNMENT,SOC,N,N,N,N,N,1,1,0
1566,11,13016600,CTE ACCOUNTING 1,CTE,N,N,N,N,N,1,1,0
1566,10,3150600,ORCH HONOR 2,ORC,N,N,N,N,N,1,1,0
1566,12,13024400,CTE INTERPERSONAL STUDIES,CTE,N,N,N,N,N,1,1,0
1566,11,13025050,PRIN COSMETOLOGY DES/COL THRY,CTE,N,N,N,N,N,1,1,0
1566,12,3060100,SCIENCE ASTRONOMY,AST,N,N,N,N,N,1,1,0
1567,12,3220400,ENGLISH 4,ELA,N,N,N,N,N,1,1,0
1567,10,3241400,SPEECH COMM APPL,SP,N,N,N,N,N,1,1,0
1567,10,13004300,INTERIOR DESIGN I,CTE,N,N,N,N,N,1,1,0
1567,10,,EOC ELA 2,MSC,N,N,N,N,N,0,0,0
1567,9,3220100,ENGLISH 1,ELA,N,N,N,N,N,1,1,0
1567,10,13022500,CTE TRAVEL & TOURISM MGMT,CTE,N,N,N,N,N,1,1,0
1568,10,84200502,ATH ATHLETICS LC,HLP,N,N,N,N,N,1,1,0
1568,10,PES00000,ATH VOLLEYBALL -SUBATH1,HLP,N,N,N,N,N,1,1,0
1568,10,3420200,FL GERMAN 2,LOT,N,N,N,N,N,1,1,0
1568,10,3151800,BAND INTMED 2 ENS,FA,N,N,N,N,N,1,1,0
1568,9,3241400,SPEECH COMM APPL,ELA,N,N,N,N,N,1,1,0
1569,10,3100600,MATH ALGEBRA 2 CT,AG2,N,N,N,N,N,1,1,0
1569,12,CP110100   ,COLLEGE PREPARATORY ELA,ELA,N,N,N,N,N,1,1,0
1569,12,13024700,CHILD DEVELOPMENT,CTE,N,N,N,N,N,1,0.5,0.5
1569,10,13020300,MEDICAL TERMINOLOGY,CTE,N,N,N,N,N,1,1,0
1569,10,PES00001,ATH JV FOOTBALL -SUBATH2,HLP,N,N,N,N,N,1,1,0
1570,9,PES00055,PE IND SPORTS 1,HLP,N,N,N,N,N,1,1,0
1570,11,3100600,MATH ALGEBRA 2 P-AP H,MTH,N,N,N,Y,N,1,1,0
1570,11,13037100,CTE PRIN TECH,CTE,N,N,N,N,N,1,1,0
1570,12,3501300,ART DRAWING 3,ART,N,N,N,N,N,1,1,0
1570,10,3340100,US HISTORY DC H,UHI,N,N,N,Y,N,1,1,0
1571,10,3340100,SOC ST US HISTORY CT,SOC,N,N,N,N,N,1,1,0
1571,12,3230800,JOURN PHOTOJOURN,ELA,N,N,N,N,N,1,1,0
1571,12,3101100,MATH PRECALCULUS H,PCA,N,N,N,Y,N,1,1,0
1572,11,13009300,FASHION DESIGN I,CTE,N,N,N,N,N,1,1,0
1572,10,3440200,FL SPANISH 2,SPA,N,N,N,N,N,1,1,0
1572,12,13034300,CTE FASHION MARKETING,CTE,N,N,N,N,N,1,1,0
1572,12,3220400,ENGLISH 4 BRITISH LIT DC H,ELA,N,Y,N,Y,N,1,1,0
1572,12,13034810,CTE PRAC MARKETING II,CTE,N,N,N,N,N,1,1,0
1572,10,3040000,CHEMISTRY OR H,CHM,N,N,N,Y,Y,1,1,0
1573,9,PES00055,PE IND SPORTS 1,HLP,N,N,N,N,N,1,1,0
1573,9,3440200,FL SPANISH 2,LOT,N,N,N,N,N,1,1,0
1573,9,3010200,SCIENCE BIOLOGY,SCI,N,N,N,N,N,1,1,0
1573,12,3310300,SOC ST ECONOMICS,SOC,N,N,N,N,N,1,1,0
1573,9,3010200,SCIENCE BIO G/T H,BIO,N,N,Y,Y,N,1,1,0
1573,10,13027800,CTE DIG/INTERACT MEDIA,CTE,N,N,N,N,N,1,1,0
1574,12,3380084,ETHNIC STUDIES: MEXICAN AMERIC,SOC,N,N,N,N,N,1,1,0
1574,9,3440100,SPANISH 1,SPA,N,N,N,N,N,1,1,0
1574,12,13034600,SPORTS ENTERTAINMENT MKTG,CTE,N,N,N,N,N,1,1,0
1575,12,3060100,SCIENCE ASTRONOMY,AST,N,N,N,N,N,1,1,0
1575,10,13020200,CTE PRIN OF HEALTH SCIENCE DC,CTE,N,Y,N,N,N,1,1,0
1575,9,13011400,CTE BUSINESS INFO MGMT I,CTE,N,N,N,N,N,1,1,0
1575,10,13024500,CTE NUTRI & WELLNESS,CTE,N,N,N,N,N,1,1,0
1575,12,13020600,ANATOMY & PHYSIOLOGY H,CTE,N,N,N,Y,N,1,1,0
1576,12,3330100,SOC ST US GOVERNMENT,SOC,N,N,N,N,N,1,1,0
1576,11,13011700,CTE BUSINESS LAW,CTE,N,N,N,N,N,1,1,0
1576,9,3100500,MATH ALGEBRA 1,MTH,N,N,N,N,N,1,1,0
1576,10,3340100,US HISTORY OR H,UHI,N,N,N,Y,Y,1,1,0
1577,11,3050000,SCIENCE PHYSICS P/AP H,SCI,N,N,N,Y,N,1,1,0
1577,11,A3100200,STATISTICS AP H,STA,Y,N,N,N,N,1,1,0
1577,11,A3340100,US HISTORY AP H,UHI,Y,N,N,N,N,1,1,0
1577,10,3440300,FL SPANISH 3 H,LOT,N,N,N,Y,N,1,1,0
1577,10,3040000,CHEMISTRY ADV H,CHM,N,N,N,Y,N,1,1,0
1578,11,13024500,CTE NUTRI & WELLNESS,CTE,N,N,N,N,N,1,1,0
1578,9,13022500,CTE TRAVEL & TOURISM MGMT,CTE,N,N,N,N,N,1,1,0
1578,10,13011200,CTE PRIN OF BUS, MKTG,,N,N,N,N,1,0,1
1578,11,A3220100,ENGLISH LANGUAGE & COMP AP H,ENG,Y,N,N,N,N,1,1,0
1579,10,13011500,CTE BUSINESS INFO MGMT II,CTE,N,N,N,N,N,1,1,0
1579,9,3320100,WORLD GEOG ADV H,WGE,N,N,N,Y,N,1,1,0
1579,11,13016200,MONEY MATTERS,CTE,N,N,N,N,N,1,1,0
1580,11,3350100,PSYCHOLOGY,PSY,N,N,N,N,N,1,1,0
1580,12,A3100200,MATH STAT AP H,MTH,N,N,N,Y,N,1,1,0
1580,10,3040000,SCIENCE CHEMISTRY P/AP H,SCI,N,N,N,Y,N,1,1,0
1580,10,3040000,CHEMISTRY SF,CHM,N,N,N,N,N,1,1,0
1581,11,13009300,CTE FASHION DESIGN I,CTE,N,N,N,N,N,1,1,0
1581,11,3330100,SOC ST US GOVERNMENT,SOC,N,N,N,N,N,1,1,0
1581,10,3440200,FL SPANISH 2,SPA,N,N,N,N,N,1,1,0
1581,12,3102500,MATH ALGEBRA/TRIG DC H,TRG,N,Y,N,Y,N,1,1,0
1581,9,3010200,SCIENCE BIO G/T H,BIO,N,N,Y,Y,N,1,1,0
1581,10,3340100,US HISTORY,UHI,N,N,N,N,N,1,1,0
1581,12,PES00055,PE IND SPORTS 1,HLP,N,N,N,N,N,1,1,0
1582,12,13016200,MONEY MATTERS,CTE,N,N,N,N,N,1,1,0
1582,10,3100700,MATH GEOMETRY,GMT,N,N,N,N,N,1,1,0
1582,10,13011400,CTE BUSINESS INFO MGMT I,CTE,N,N,N,N,N,1,0,1
1582,9,3150100,BAND INTERMEDIATE 1,BND,N,N,N,N,N,1,1,0
1582,9,PES00000,ATH B SOCCER -SUBATH1,HLP,N,N,N,N,N,1,1,0
1582,11,3220300,ENGLISH 3 SF,ELA,N,N,N,N,N,1,1,0
1583,11,3151100,CHOIR VARSITY MIXED 3,FA,N,N,N,N,N,1,1,0
1583,11,SR000003   ,Skeeter Family Connection 12,MSC,N,N,N,N,N,1,1,0
1583,12,13020300,CTE MEDICAL TERMINOLOGY DC,CTE,N,N,N,N,N,1,1,0
1583,12,3102500,MATH IND STUDY,MTH,N,N,N,N,N,1,1,0
1583,10,3100700,GEOMETRY,GMT,N,N,N,N,N,1,1,0
1583,12,13037100,CTE PRIN TECH,CTE,N,N,N,N,N,1,1,0
1584,10,3241400,SPEECH COMM APPL,ELA,N,N,N,N,N,1,1,0
1584,10,13024500,CTE NUTRI & WELLNESS,CTE,N,N,N,N,N,1,1,0
1584,10,3060201,SCIENCE IPC,SCI,N,N,N,N,N,1,1,0
1585,11,3270100,COLLEGE READINESS AND STUDY SK,RDY,N,N,N,Y,N,1,1,0
1585,10,3100700,MATH GEOMETRY,MTH,N,N,N,N,N,1,1,0
1585,9,3220100,ENGLISH 1 P-AP H,ELA,N,N,N,Y,N,1,1,0
1585,12,CP110100,COLLEGE PREPARATORY ELA,,N,N,N,N,N,1,1,0
1585,10,3580850,FOUNDATIONS OF CYBERSECURITY,CTE,N,N,N,N,N,1,0,1
1586,10,3040000,SCIENCE CHEMISTRY P/AP H,SCI,N,N,N,Y,N,1,1,0
1586,9,3100500,MATH ALGEBRA 1,MTH,N,N,N,N,N,1,1,0
1586,12,A3020000,ENVIRONMENTAL SCIENCE AP H,ENV,Y,N,N,N,N,1,1,0
1586,9,3010200,SCIENCE BIOLOGY P/AP H,SCI,N,N,N,Y,N,1,1,0
1587,9,3060800,SCIENCE 8 PRE-AP,SCI,N,N,N,N,N,1,1,0
1587,12,3220400,ENGLISH 4,ENG,N,N,N,N,N,1,1,0
1587,12,3100600,MATH ALGEBRA 2,AG2,N,N,N,N,N,1,0,1
1587,12,SR000003   ,Skeeter Family Connection 12,MSC,N,N,N,N,N,1,1,0
1588,12,13025000,PRAC HUMAN SERV I-COSMETOLOGY,CTE,N,N,N,N,N,1,1,0
1588,9,3340400,SOC ST WORLD HISTORY,WHI,N,N,N,N,N,1,1,0
1588,9,3320100,WORLD GEOG,WGE,N,N,N,N,N,1,1,0
1588,11,3250300,THEATRE 3,THE,N,N,N,N,N,1,1,0
1588,9,,EOC ALG 1,,N,N,N,N,N,0,0,0
1588,11,3370100,SOC ST SOCIOLOGY,SOC,N,N,N,N,N,1,1,0
1589,10,3100700,GEOMETRY,GMT,N,N,N,N,N,1,1,0
1589,11,3380003,SOC ST RSRCH MTH 1 H,SOC,N,N,N,Y,N,1,1,0
1589,11,13024300,CTE DOLLARS & SENSE,CTE,N,N,N,N,N,1,1,0
1589,11,3050000,PHYSICS,PHY,N,N,N,N,N,1,1,0
1590,10,13027800,DIGITAL MEDIA,CTE,N,N,N,N,N,1,1,0
1590,12,A3010200,BIOLOGY AP H,BIO,Y,N,N,N,N,1,1,0
1590,10,PES00001,ATH JV B BSKTBALL -SUBATH2,HLP,N,N,N,N,N,1,1,0
1590,11,3100600,MATH ALGEBRA 2,MTH,N,N,N,N,N,1,1,0
1590,12,3220400,ENGLISH 4 BRITISH LIT DC H,ENG,N,Y,N,Y,N,1,1,0
1590,12,3102510,MATH ADV QUANT REASONING,MTH,N,N,N,N,N,1,1,0
1591,10,13027800,DIGITAL MEDIA,CTE,N,N,N,N,N,1,1,0
1591,12,3220400,ENGLISH 4,ENG,N,N,N,N,N,1,1,0
1591,9,PES00000,ATH ATHLETICS LC,HLP,N,N,N,N,N,1,1,0
1592,11,3101100,MATH PRECALCULUS G/T H,PCA,N,N,Y,N,N,1,1,0
1592,11,3320100,WORLD GEOG,WGE,N,N,N,N,N,1,1,0
1592,11,3151100,CHOIR CONCERT MIXED 3,FA,N,N,N,N,N,1,1,0
1592,9,3010200,SCIENCE BIOLOGY,SCI,N,N,N,N,N,1,1,0
1592,10,3810100,HEALTH EDUCATION,HLP,N,N,N,N,N,1,1,0
1593,10,3040000,SCIENCE CHEMISTRY P/AP H,SCI,N,N,N,Y,N,1,1,0
1593,9,PES00052,PE 1A FPF,HLP,N,N,N,N,N,1,1,0
1593,10,3220200,ENGLISH 2,ENG,N,N,N,N,N,1,1,0
1593,11,3220300,ENGLISH 3 DC H,ENG,N,Y,N,Y,N,1,1,0
1594,10,3220200,ENGLISH 2,ELA,N,N,N,N,N,1,1,0
1594,9,PES00053,PE ADV/OUTDOOR ED,HLP,N,N,N,N,N,1,1,0
1594,12,3320100,SOC ST WORLD GEOG,SOC,N,N,N,N,N,1,1,0
1595,11,13039700,AUTO TECH II: AUTO SERVICE,CTE,N,N,N,N,N,1,1,0
1595,10,13009300,CTE FASHION DESIGN I,CTE,N,N,N,N,N,1,1,0
1595,10,3220200,ENGLISH 2,ELA,N,N,N,N,N,1,1,0
1595,10,3220200,ENGLISH 2,ENG,N,N,N,N,N,1,1,0
1596,10,3340400,SOC ST WORLD HISTORY P-AP H,SOC,Y,N,N,Y,N,1,1,0
1596,12,3102400,MATH MODELS W APP,MTH,Y,N,N,N,N,1,1,0
1596,12,84200502,ATH ATHLETICS LC,HLP,Y,N,N,N,N,1,1,0
1596,9,PES00012,PE/BAND,HLP,Y,N,N,N,N,1,1,0
1596,9,3220100,ENGLISH 1,ENG,Y,N,N,N,N,1,1,0
1596,10,3040000,CHEMISTRY OR H,CHM,Y,N,N,Y,Y,1,1,0
1597,9,3100500,ALGEBRA 1,AG1,N,N,N,N,N,1,1,0
1597,12,13029500,CTE FORENSIC SCIENCE,CTE,N,N,N,N,N,1,1,0
1597,9,3320100,SOC ST WORLD GEOG P-AP H,SOC,N,N,N,Y,N,1,1,0
1597,9,PES00052,PE 1A FPF,HLP,N,N,N,N,N,1,1,0
1597,12,13020500,CTE PRAC HEALTH SCI-MED ASST H,CTE,N,N,N,N,N,1,1,0
1597,9,3220100,ENGLISH 1,ENG,N,N,N,N,N,1,1,0
1598,10,3020000,SCIENCE ENV SYS ACC,SCI,N,N,N,N,N,1,1,0
1598,12,3220300,ENGLISH 3 EL,ELA,N,N,N,N,N,1,1,0
1598,11,13016700,CTE ACCOUNTING II,CTE,N,N,N,Y,N,1,1,0
1598,9,3020000,SCIENCE ENV SYS ACC EL,ENS,N,N,N,N,N,1,1,0
1598,12,3221820,IND STDY/TX COLL BRIDGE ELA,ELA,N,N,N,N,N,1,1,0
1599,12,3350100,SOC ST PSYCHOLOGY,PSY,N,N,N,N,N,1,1,0
1599,11,3100600,MATH ALGEBRA 2,MTH,N,N,N,N,N,1,1,0
1599,12,3152000,ORCH CONCERT 4 ENS,ORC,N,N,N,N,N,1,1,0
1600,11,3040000,CHEMISTRY,CHM,N,N,N,N,N,1,1,0
1600,11,13014500,CTE PRAC IN ED TRNING 1 (RST1),CTE,N,N,N,N,N,1,1,0
1600,10,13011400,BUSINESS INFO MGMT I,CTE,N,N,N,N,N,1,0,1
1600,11,3810100,HEALTH EDUCATION,HLP,N,N,N,N,N,1,1,0
1601,10,PES00055,PE IND SPORTS 1,HLP,N,N,N,N,N,1,1,0
1601,10,84200502,ATH ATHLETICS LC,HLP,N,N,N,N,N,1,1,0
1601,12,A3220200,ENG LIT & COMP AP H,ELA,N,N,N,Y,N,1,1,0
1601,9,PES00056,SKILLS BASED LIFETIME ACT,HLP,N,N,N,N,N,1,1,0
1601,10,13034400,ENTREPRENEURSHIP,CTE,N,N,N,N,N,1,1,0
1601,12,3310300,ECONOMICS OR H,ECO,N,N,N,Y,Y,1,1,0
1602,11,3100600,MATH ALGEBRA 2,MTH,N,N,N,N,N,1,1,0
1602,9,PES00000,ATH VAR TENNIS  SUBATH1,HLP,N,N,N,N,N,1,1,0
1602,9,3440220,FL SPANISH FOR SPAN SPKRS 2,LOT,N,N,N,N,N,1,1,0
1602,10,PES00001,ATH JV GR BSKTBLL -SUBATH2,HLP,N,N,N,N,N,1,1,0
1602,10,3350100,SOC ST PSYCHOLOGY,PSY,N,N,N,N,N,1,1,0
1602,12,3220400,ENGLISH 4,ELA,N,N,N,N,N,1,1,0
1602,10,13011400,CTE BUSINESS INFO MGMT I,CTE,N,N,N,N,N,1,1,0
1603,12,13037100,PRINCIPLES OF TECHNOLOGY,CTE,N,N,N,N,N,1,1,0
1603,12,13004900,CTE CONSTRUCTION MGT,CTE,N,N,N,N,N,1,1,0
1603,9,3100500,ALGEBRA 1,AG1,N,N,N,N,N,1,1,0
1603,11,A3340100,SOC ST US HISTORY AP H,SOC,Y,N,N,Y,N,1,1,0
1603,12,3060100,ASTRONOMY,AST,N,N,N,N,N,1,1,0
1603,9,3020000,SCIENCE ENV SYS ACC,SCI,N,N,N,N,N,1,1,0
1604,12,A3100101,MATH CALCULUS AP H,MTH,Y,N,N,Y,N,1,1,0
1604,9,3200600,ENGLISH 1 SOL,ELA,N,N,N,N,N,1,1,0
